cid,molecular_formula,molecular_weight,x_log_p,h_bond_donor_count,h_bond_acceptor_count,lipinski,query,cns_drug,smiles
457193,C62H86N12O16,1255.4,3.8,5,18,FALSE,Dactinomycin,FALSE,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C
1727,C5H6N2,94.11,0.3,1,2,FALSE,Dalfampridine,TRUE,NC1=CC=NC=C1
6323289,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
21943994,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
124201618,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
5366,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
21943991,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
5353985,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
470125,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
72734290,C34H50N4O9S,690.8,2.2,2,11,FALSE,Dalfopristin,FALSE,CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Ardeparin,FALSE,CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Dalteparin,FALSE,NA
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Enoxaparin,FALSE,CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Heparin,FALSE,NA
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Nadroparin,FALSE,NA
772,C26H42N2O37S5,1134.9,-10.8,15,38,FALSE,Tinzaparin,FALSE,NA
28417,C22H27NO2,337.5,3.8,1,3,TRUE,Danazol,FALSE,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3
6914273,C14H10N4O5,314.25,1.7,1,6,TRUE,Dantrolene,TRUE,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O
5378825,C14H10N4O5,314.25,1.7,1,6,TRUE,Dantrolene,TRUE,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O
2952,C14H10N4O5,314.25,1.7,1,6,TRUE,Dantrolene,TRUE,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O
3033538,C19H27N5,325.5,2.4,0,4,TRUE,Dapiprazole,FALSE,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1
2955,C12H12N2O2S,248.3,1,2,4,TRUE,Dapsone,FALSE,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
16134395,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
21585658,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
16129629,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
16129688,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
71311849,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
46930993,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
57336511,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
25246315,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
58936818,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
117590581,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
129009962,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
132274074,C72H101N17O26,1620.7,-5.1,22,28,FALSE,Daptomycin,FALSE,NA
444031,C28H30N2O2,426.5,4.6,1,3,TRUE,Darifenacin,TRUE,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1
213039,C27H37N3O7S,547.7,2.9,3,9,FALSE,Darunavir,FALSE,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1
3062316,C22H26ClN7O2S,488,3.6,3,9,TRUE,Dasatinib,FALSE,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1
30323,C27H29NO10,527.5,1.8,5,11,FALSE,Daunorubicin,FALSE,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O
2966,C10H13N3,175.23,0.8,2,1,TRUE,Debrisoquin,FALSE,NC(=N)N1CCC2=CC=CC=C2C1
2968,C16H38N2+2,258.49,3.9,0,0,TRUE,Decamethonium,FALSE,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
451668,C8H12N4O4,228.21,-1.2,3,4,TRUE,Decitabine,FALSE,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1
214348,C21H15N3O4,373.4,3.8,3,6,TRUE,Deferasirox,FALSE,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
2972,C7H9NO2,139.15,0.5,1,3,TRUE,Deferiprone,FALSE,CN1C=CC(=O)C(O)=C1C
2973,C25H48N6O8,560.7,-2.1,6,9,FALSE,Deferoxamine,FALSE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
135565962,C20H21N4O6P,444.4,1.8,4,7,TRUE,Defibrotide,FALSE,NA
16136245,C82H103ClN18O16,1632.3,3.5,17,18,FALSE,Degarelix,FALSE,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCCC1C(=O)N[C@H](C)C(N)=O
5625,C22H28N6O3S,456.6,2.4,3,7,TRUE,Delavirdine,FALSE,CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
17925,C15H10Cl2N2O,305.2,3.1,1,2,TRUE,Delorazepam,FALSE,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
5966,C32H52N4O4+2,556.8,6.6,0,4,FALSE,Demecarium,FALSE,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
54680690,C21H21ClN2O8,464.9,0.7,6,9,FALSE,Demeclocycline,FALSE,[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O
8550,C32H38N2O8,578.7,4.1,1,9,FALSE,Deserpidine,FALSE,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
42113,C3H2F6O,168.04,2.6,0,7,TRUE,Desflurane,FALSE,FC(F)OC(F)C(F)(F)F
2995,C18H22N2,266.4,4.9,1,2,TRUE,Desipramine,TRUE,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12
28620,C47H74O19,943.1,-0.3,9,19,FALSE,Deslanoside,FALSE,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1
124087,C19H19ClN2,310.8,4.5,1,2,TRUE,Desloratadine,FALSE,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
5311065,C46H64N14O12S2,1069.2,-4,13,15,FALSE,Desmopressin,FALSE,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O
27991,C46H64N14O12S2,1069.2,-4,13,15,FALSE,Desmopressin,FALSE,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O
16051933,C46H64N14O12S2,1069.2,-4,13,15,FALSE,Desmopressin,FALSE,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O
40973,C22H30O,310.5,4.9,1,1,TRUE,Desogestrel,FALSE,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H]
5311066,C24H32O6,416.5,2.7,2,6,TRUE,Desonide,FALSE,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
5311067,C22H29FO4,376.5,2.3,2,5,TRUE,Desoximetasone,FALSE,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
125017,C16H25NO2,263.37,2.6,2,3,TRUE,Desvenlafaxine,TRUE,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
5743,C22H29FO5,392.5,1.9,3,6,TRUE,Dexamethasone,FALSE,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
16960,C16H19BrN2,319.24,3.5,0,2,TRUE,Dexbrompheniramine,FALSE,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
66265,C12H16F3N,231.26,3.4,1,4,TRUE,Dexfenfluramine,FALSE,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F
5311068,C13H16N2,200.28,3.1,1,1,TRUE,Dexmedetomidine,FALSE,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
154101,C14H19NO2,233.31,0.2,1,3,TRUE,Dexmethylphenidate,TRUE,COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1
71384,C11H16N4O4,268.27,-1.4,2,6,TRUE,Dexrazoxane,FALSE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
5826,C9H13N,135.21,1.8,1,1,TRUE,Dextroamphetamine,TRUE,C[C@H](N)CC1=CC=CC=C1
5360696,C18H25NO,271.4,3.4,0,2,TRUE,Dextromethorphan,TRUE,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(OC)C=C2
8730,C15H11I4NO4,776.87,2.4,3,5,FALSE,Dextrothyroxine,FALSE,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
3033053,C16H23NO,245.36,3.7,2,2,TRUE,Dezocine,FALSE,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N
2140,C11H9I3N2O4,613.91,1.8,3,4,FALSE,Diatrizoate,FALSE,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
3016,C16H13ClN2O,284.74,3,0,2,TRUE,Diazepam,TRUE,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
3019,C8H7ClN2O2S,230.67,1.2,1,3,TRUE,Diazoxide,FALSE,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2
3025,C20H29N3O2,343.5,4.4,1,4,TRUE,Dibucaine,FALSE,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
3038,C6H6Cl2N2O4S2,305.2,0.3,2,6,TRUE,Dichlorphenamide,FALSE,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O
3033,C14H11Cl2NO2,296.1,4.4,2,3,TRUE,Diclofenac,TRUE,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
18381,C19H17Cl2N3O5S,470.3,2.9,2,7,TRUE,Dicloxacillin,FALSE,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O
54676038,C19H12O6,336.3,2.6,2,6,TRUE,Dicumarol,FALSE,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
3042,C19H35NO2,309.5,5.5,0,3,FALSE,Dicyclomine,FALSE,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
135398739,C10H12N4O3,236.23,-1.2,2,5,TRUE,Didanosine,FALSE,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
667476,C18H18O2,266.3,5.4,2,2,FALSE,Dienestrol,FALSE,CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
3052,C10H21N3O,199.29,0.3,0,2,TRUE,Diethylcarbamazine,FALSE,CCN(CC)C(=O)N1CCN(C)CC1
7029,C13H19NO,205.3,2.8,0,2,TRUE,Diethylpropion,FALSE,CCN(CC)C(C)C(=O)C1=CC=CC=C1
448537,C18H20O2,268.3,5.1,2,2,FALSE,Diethylstilbestrol,FALSE,CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
34328,C28H28N2O2,424.5,2.7,1,4,TRUE,Difenoxin,FALSE,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
71415,C22H28F2O5,410.5,1.9,3,7,TRUE,Diflorasone,FALSE,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
3059,C13H8F2O3,250.2,4.4,2,5,TRUE,Diflunisal,TRUE,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
443936,C27H34F2O7,508.5,3.4,1,9,FALSE,Difluprednate,FALSE,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
441207,C41H64O13,764.9,2.3,5,13,FALSE,Digitoxin,FALSE,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
2724385,C41H64O14,780.9,1.3,6,14,FALSE,Digoxin,FALSE,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
5284543,C18H23NO3,301.4,2.2,1,4,TRUE,Dihydrocodeine,TRUE,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O
10531,C33H37N5O5,583.7,2.4,3,6,FALSE,Dihydroergotamine,TRUE,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
6420006,C34H41N5O8S,679.8,NA,4,9,FALSE,Dihydroergotoxine,FALSE,CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@@H]3CC4C5=C6C(C[C@@]4([H])N(C)C3)=CNC6=CC=C5)O[C@@]21O
5311071,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
3070,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
21678311,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
5353584,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
46173763,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
5702045,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
146159466,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
12310749,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
98298821,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
134715456,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
154701841,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
163198899,C28H46O,398.7,7.7,1,1,FALSE,Dihydrotachysterol,FALSE,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C
11367,C9H9Cl2NO2,234.08,2,1,2,TRUE,Diloxanide,FALSE,CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1
39186,C22H26N2O4S,414.5,3.1,0,6,TRUE,Diltiazem,FALSE,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
10660,C24H28ClN5O3,470,NA,1,5,FALSE,Dimenhydrinate,FALSE,CN1C2=C([N-]C(Cl)=N2)C(=O)N(C)C1=O.C[NH+](C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
3080,C3H8OS2,124.23,0.2,3,3,TRUE,Dimercaprol,FALSE,OCC(S)CS
21855,C20H24N2,292.4,2.7,0,2,TRUE,Dimethindene,FALSE,CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1
637568,C6H8O4,144.12,0.7,0,4,TRUE,Dimethyl fumarate,FALSE,NA
679,C2H6OS,78.14,-0.6,0,2,FALSE,Dimethyl sulfoxide,FALSE,CS(C)=O
5282415,C24H45NO8,475.6,NA,8,9,FALSE,Dinoprost Tromethamine,FALSE,OCC(N)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
5280360,C20H32O5,352.5,2.8,3,5,TRUE,Dinoprostone,FALSE,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
6126,C21H27NO4S,389.5,NA,0,4,FALSE,Diphemanil Methylsulfate,FALSE,COS([O-])(=O)=O.C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1
3100,C17H21NO,255.35,3.3,0,2,TRUE,Diphenhydramine,FALSE,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
3055,C21H27NO,309.4,4.2,1,2,TRUE,Diphenidol,FALSE,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
13505,C30H32N2O2,452.6,5.7,0,4,FALSE,Diphenoxylate,FALSE,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
3103,C19H23NO,281.4,3.9,0,2,TRUE,Diphenylpyraline,FALSE,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
3105,C19H29NO5,351.4,2.9,2,6,TRUE,Dipivefrin,FALSE,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
3108,C24H40N8O4,504.6,0.7,4,12,FALSE,Dipyridamole,FALSE,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
6473883,C42H78N2O14,835.1,4.2,5,16,FALSE,Dirithromycin,FALSE,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@]1(C)O
6917067,C42H78N2O14,835.1,4.2,5,16,FALSE,Dirithromycin,FALSE,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@]1(C)O
5464388,C42H78N2O14,835.1,4.2,5,16,FALSE,Dirithromycin,FALSE,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@@H]([C@@H]2C)[C@]1(C)O
