name,smiles,formula,molecular_weight,log_p,fragneg,cas,dtxsid
Butafenacil,CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl,C20H18ClF3N2O6,474.8,2.414,"85.0295,19.2874500274359;347.00519,100;34.9694,78.3883358156306;69.03459,9.26550129340754;123.04515,6.79234929842439;125.0608,9.81813906090774;122.02231,5.24809908285647;150.01722,4.57395939484205;274.98406,4.63275064670377;276.99971,11.8287998745787;303.01536,29.0859920043897",134605-64-4,DTXSID9034365
"N,N-Diethyl-3-methylbenzamide",CCN(CC)C(=O)C1=CC=CC(=C1)C,C12H17NO,191.27,2.152,"91.05532,100;40.01927,3.12202271894467;42.03492,4.03810919750824;70.06622,7.11615976548186;162.09244,7.13814584096739;70.02984,3.50311469402712;77.03967,4.62440454378893;95.08662,3.9135214364236;97.10227,5.31330157566874;188.10809,22.982777574203",134-62-3,DTXSID2021995
"1-{[5-(5-Chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl}-2-[(1-cyclopropylpiperidin-4-yl)carbamoyl]-1H-benzimidazole-5-carboxylic acid",C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)O,C25H24ClN5O4S,526,2.604,"116.95712,15.892585711873;480.12665,43.134605640939;506.10591,4.35737206552947;41.99854,27.2138715307099;159.05639,2.85987727298317;197.97859,13.6294544840399;281.14078,43.7876484828013;314.01603,79.2602600912008;325.13061,2.13364859539492;358.00586,100;364.14151,3.61988402859877;406.15208,2.74165399988741;457.07428,27.788098857175;467.05863,12.2107752068907;469.07428,1.84090525249113;471.08993,2.28002026684682;478.111,1.95349884591567;0.15086,0.0841862298035242;489.07936,3.29899228733885;491.09501,2.08298147835388;493.11066,2.93306310870911;496.08518,1.90283172887463;498.10083,3.0569160614761;507.08993,4.53752181500873;34.9694,11.4451387716039;70.06622,10.5275009851939;119.02509,16.4161459212971;125.07204,21.8206384056747;131.06147,9.85756910431797;140.95712,16.0502167426673;161.03565,33.7330405899904;163.0513,10.9722456792209;175.0513,11.4620278106176;183.96294,52.9020998705174;189.03057,9.50852896470191;204.04146,12.019366098069;210.97384,28.6156617688453;215.00514,9.80690198727692;268.14554,13.2578956257389;285.09931,18.4766086809661;287.00514,13.6407138433823;295.15643,11.8561053876034;330.99496,21.6630073748804;342.01095,14.974947925463;382.15208,13.0439677982323",1348548-90-2,DTXSID4047383
"6-chloro-3-[(4-chlorothiophen-2-yl)carbonyl]-5-fluoro-2-oxo-2,3-dihydro-1H-indole-1-carboxamide",C1=C2C(C(=O)N(C2=CC(=C1F)Cl)C(=O)N)C(=O)C3=CC(=CS3)Cl,C14H7Cl2FN2O3S,373.2,1.07,"227.00291,70.4088194763436;34.9694,100;183.99709,65.0528249885163;307.93453,11.6306844281121;326.9745,7.34956361966008;327.94076,97.73082223243;41.99854,26.8075333027102;116.95712,16.32521819017;181.98144,31.4193844740469;233.97636,14.184657785944;235.99201,40.8635737253101;278.99782,18.0339917317409;281.95304,18.1074873679375;299.94584,15.5535140101057;342.95166,10.6201194304088",135080-03-4,DTXSID7047304
Acibenzolar-S-methyl,CSC(=O)C1=C2C(=CC=C1)N=NS2,C8H6N2OS2,210.3,2.205,"135.00224,100;46.99609,34.8062632696391",135158-54-2,DTXSID1032519
Acetamiprid,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,C10H11ClN4,222.67,0.602,"41.01452,42.295;34.9694,100;65.01452,13.56;111.99595,5.27;126.0116,7.62",135410-20-7,DTXSID0034300
"Dipropyl pyridine-2,5-dicarboxylate",CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC,C13H17NO4,251.28,1.229,"208.06153,0;0.015461,0;106.02984,0;122.02475,0;136.0404,0;164.0717,0;190.05097,0;0.051011,0;192.06662,0;198.11357,0;206.04588,0;0.051809,0;248.09283,0;43.01894,0;52.01927,0;53.00329,0;59.05024,0;68.9982,0;78.03492,0;80.05057,0;85.0295,0;96.0091,0;97.0295,0;123.04515,0;124.0404,0;126.05605,0;138.05605,0;146.06114,0;148.0404,0;148.07679,0;166.01458,0;168.03023,0;180.03023,0;192.03023,0;220.06153,0",136-45-8,DTXSID8032544
Butyl benzoate,CCCCOC(=O)C1=CC=CC=C1,C11H14O2,178.23,2.653,"77.03967,100;121.0295,28.5788426606695",136-60-7,DTXSID8040694
"Tris(1,3-dichloro-2-propyl)phosphate",C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,C9H15Cl6O4P,430.9,4.011,"298.89707,1.91715166039028;188.92806,99.1184525847313;204.92297,66.8264293050325;280.93095,67.5111263266005;316.90763,100;354.92328,13.1033892502568;390.89996,44.7791852105443;424.86099,30.3320780554605;172.93314,33.8925025676138;250.92039,22.0386853817186;264.93604,18.0417665183156",13674-87-8,DTXSID9026261
4-Hexylresorcinol,CCCCCCC1=C(C=C(C=C1)O)O,C12H18O2,194.27,3.575,"175.11284,0.684670977558007;123.04515,100;41.00329,22.2422974515025;51.02402,9.76607074933435;53.03967,6.34271586154431;65.03967,6.64701407379232;67.01894,12.1529098516546;67.05532,7.75960441232408;69.03459,17.5256751616584;81.03459,7.10346139216432;93.03459,33.0163560289083;95.05024,47.7748193229365;105.03459,23.6116394066185;107.05024,6.87523773297832;109.0295,23.85888170407;117.03459,13.0848231266641;119.05024,11.2780524914416;119.08662,6.18105743628756;121.0295,59.5473564092811;123.08154,8.39672879421833;133.0295,12.9992392544694;135.04515,33.8056295169266;137.0608,9.6044123240776;163.07645,6.92278432864207",136-77-6,DTXSID1020699
Thiram,CN(C)C(=S)SSC(=S)N(C)C,C6H12N2S4,240.4,1.548,"151.96679,13.4367726920093;64.95252,100;119.99471,97.6260667183864;76.95252,21.8308766485648",137-26-8,DTXSID5021332
Imidacloprid,C1CN(C(=N[N+](=O)[O-])N1)CC2=CN=C(C=C2)Cl,C9H10ClN5O2,255.66,2.414,"0,100;",138261-41-3,DTXSID5032442
Nitrilotriacetic acid,C(C(=O)O)N(CC(=O)O)CC(=O)O,C6H9NO6,191.14,-1.791,"146.04588,96.14;102.05605,100;43.01894,25.67;59.01385,100;86.02475,71.32",139-13-9,DTXSID6020939
"1-[(3S)-6-(benzyloxy)-2,3-dihydro-1-benzofuran-3-yl]-1-hydroxyurea",C1C(C2=C(O1)C=C(C=C2)OCC3=CC=CC=C3)N(C(=O)N)O,C16H16N2O4,300.31,0.212,"238.08735,100;256.09792,9.60637300843486;41.99854,51.073528158814;91.05532,16.3414841952799;164.03532,37.1347022237369;58.02984,2.30893754792536;59.02509,2.64974013802505;77.03967,5.10351878674278;117.03459,4.06833091931499;133.0295,2.85848172446111;148.0404,3.15242395842208;171.08154,2.85848172446111;175.0513,2.15557638238051;177.06695,3.96183010990884;178.05097,3.03740308426344;183.08154,2.13427622049928;199.07645,4.72011587288063;223.07645,2.89256198347107",139149-55-6,DTXSID1047318
Volinanserin (pharma),COC1=CC=CC(=C1OC)C(C2CCN(CC2)CCC3=CC=C(C=C3)F)O,C22H28FNO3,373.5,1.599,"218.13505,77.6555900868595;234.12997,20.7506574229022;236.14562,32.528488325763;354.18748,47.4778866841979;107.05024,9.42704597975934;123.04515,20.1370627141605;123.06155,19.6429994421866;125.0608,5.09203920631126;137.0608,32.0663001035939;216.1194,8.32735676149494;284.14562,4.86094509522671;298.16127,22.5595664993227;308.14562,5.29125826759104;310.16127,23.9859749780859;312.17692,15.0131484580445;316.17183,6.27141604908758;322.16127,4.84500757032433;324.14053,7.82532472706989;324.17692,13.5229898796717;326.15618,13.204239381624;326.19257,8.66204478444498;328.17183,19.4358116184557;338.15618,18.2644035381305;340.13545,16.7822137222089;340.17183,16.0012750019922;342.1511,5.45860227906606;352.17183,7.76954338991155;356.16675,28.1616065025102;368.16675,100;370.1824,28.2014503147661;69.03459,5.7932903020161;84.08187,9.32345206789386;109.0459,10.996892182644;110.06114,7.3551677424496;112.07679,16.7104948601482;114.09244,17.7065901665471;136.07679,13.036895370149;138.09244,9.21985815602837;151.04007,26.4562913379552;164.10809,8.59829468483544;165.05572,5.36297712965177;195.10267,5.33907084229819;220.1343,7.45079289186389;232.09792,8.23173161208064;232.1343,14.7262730098016;234.11357,63.2879113873615;236.12922,14.8617419714718;246.11357,10.5904852976333;250.14487,15.2283050442266;260.12922,6.66188540919595",139290-65-6,DTXSID6047363
Darbufelone mesylate,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2C(=O)N=C(S2)N,C18H24N2O2S,332.5,2.631,"261.13186,100;41.01452,34.7093771054082;57.97569,52.3304954982544;229.15979,36.9204385373921;255.13905,19.6790592270472;259.11621,28.2844368224414;289.12677,25.0627794450909;303.15366,34.6297543945612;41.99854,25.5833894775525;163.05869,17.0821338886507;174.09244,9.89771544068108;233.13695,15.3488087217492;245.10056,19.948551479145;247.11621,15.6856740368714;272.1656,8.42775770196607;273.09547,22.202486678508;279.15029,10.6755680774178;288.10637,61.2482391131255;315.11727,16.8003919887303",139340-56-0,DTXSID0047246
Propazine,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,C9H16ClN5,229.71,1.215,"83.06147,44.66573010495;34.9694,100;41.01452,92.6865548301793;81.04582,60.8544748367903;144.0334,28.8405916866375;146.04905,12.9906619287662;169.02865,20.9652094868193;186.0552,19.8743905462359;226.0865,8.71002396496157;67.03017,34.8979423188166",139-40-2,DTXSID3021196
Tannic acid,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,C76H52O46,1701.2,9.269,"0,100;",1401-55-4,DTXSID2026076
Pentamidine isethionate,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,C19H24N4O2,340.4,-1.19,"297.16085,32.7747584541063;41.01452,100;93.03459,51.2530193236715;135.05639,47.0637077294686;253.1234,11.5715579710145;255.13905,8.15217391304348;295.1452,8.18236714975845;311.15135,7.45772946859904;313.167,18.3423913043478;107.06147,2.78532608695652",140-64-7,DTXSID5023796
"4-(1,1,3,3-Tetramethylbutyl)phenol",CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,C14H22O,206.32,4.97,"133.06589,51.79;93.03459,76.92;117.03459,64.11;173.09719,100;189.12849,80.19",140-66-9,DTXSID9022360
Diisobutyl adipate,CC(C)COC(=O)CCCCC(=O)OCC(C)C,C14H26O4,258.35,2.804,"255.16018,28.2391782831988;41.00329,4.58547322083639;73.06589,21.9589141599413;99.04515,14.8789435069699;109.0295,39.3617021276596;111.04515,40.8437270726339;113.0608,74.2626559060895;115.07645,53.8958180484226;125.02442,22.1936903888481;127.04007,100;165.0921,5.96478356566398;183.10267,81.8195157740279;201.11323,12.0542920029347;43.01894,6.02347762289068;57.03459,6.17021276595745;83.05024,12.7732942039618;101.0608,5.17241379310345;127.07645,24.98899486427;129.05572,38.1071166544387;143.03498,15.0843727072634",141-04-8,DTXSID9036690
Isoxaflutole,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,C15H12F3NO4S,359.3,1.726,"108.04549,26.862364995846;78.98592,100;223.00461,44.5675251546201;278.04344,20.7514077356226;280.05909,23.0037847318379;340.02607,10.2741622819164;41.03967,3.96935290316625;51.02402,5.92633619495984;60.97536,17.5020769869842;68.01419,15.6004800147697;76.97027,26.4285054924767;126.98592,4.44936767285147;129.00157,6.60020308317179;148.0404,9.66491276654666;158.02475,7.86485738022708;160.0404,4.75399243053633;252.02779,3.93242869011354;254.04344,6.31404043201329;256.05909,3.99704606295578;266.04344,8.05870949875381;274.99952,6.25865411243423;332.02099,3.60011077263916;356.02099,9.30490168928275",141112-29-0,DTXSID5034723
Ethanolamine,C(CO)N,C2H7NO,61.08,-1.275,"58.02984,100;42.03492,53.0672893228614",141-43-5,DTXSID6022000
Trifloxystrobin,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F,C20H19F3N2O4,408.4,3.727,"317.09072,100;362.10095,3.68345323741007;146.06114,13.5779376498801;148.07679,5.21822541966427;186.05361,7.63549160671463;304.09547,12.5275779376499;319.10637,46.7817745803357;333.08564,16.7098321342926;347.10129,3.8273381294964;349.11694,6.37410071942446;377.11185,4.53237410071942;134.06114,12.5035971223022;145.02706,3.64988009592326;162.05605,6.32613908872902;200.03287,4.87290167865707",141517-21-7,DTXSID4032580
Dicrotophos,CC(=CC(=O)N(C)C)OP(=O)(OC)OC,C8H16NO5P,237.19,-0.346,"109.006,56.535;86.06114,7.07;92.9747,100;125.00092,35.315;128.0717,11.955;134.98527,5.855;149.00092,6.605;151.01657,22.29;165.03222,6.595",141-66-2,DTXSID9023914
Flufenacet,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,C14H13F4N3O2S,363.33,3.144,"160.07679,5.46439253091908;178.06737,34.249454369089;180.08302,22.3021582733813;57.97569,53.4394955945356;127.97873,63.7943577722092;129.99438,21.2270632931857;136.02042,69.3395845121655;138.03607,51.2165548460108;140.97398,26.1256163608439;152.97398,100;168.96889,94.1880203702207;182.98454,62.0483388570043;233.07318,46.7140894026352;320.01223,39.9482661062161;18.99895,5.23805674561474;84.98659,4.82580227952469;110.04115,4.68838412416134;157.00528,3.77495756204025;166.03098,4.36504728801229;302.00167,5.43205884730418",142459-58-3,DTXSID2032552
Hexanoic acid,CCCCCC(=O)O,C6H12O2,116.16,1.88,"97.06589,86.61;41.00329,52.61;43.01894,37.39;44.9982,44.99;55.01894,36.32;59.01385,100;65.03967,24.51;67.01894,43.44;71.01385,38.97;79.05532,56.52;81.03459,31.97",142-62-1,DTXSID7021607
hexadecyl hydrogen sulfate,CCCCCCCCCCCCCCCCOS(=O)(=O)O,C16H34O4S,322.5,6.062,"96.9601,100;80.96519,5.35959318750504;98.97575,2.88158850593268;125.13357,2.09056421018646;127.14922,2.07442085721204;207.06965,1.33989829687626;209.0853,3.0349503591896;235.10095,1.11389135523448;237.1166,1.34796997336347;249.1166,1.46097344418436;263.13225,1.14617806118331;265.1479,1.21075147308096;269.1792,1.75962547421099;291.16355,1.57397691500525",143-02-2,DTXSID0042400
Kepone,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,C10Cl10O,490.6,3.726,"0,100;",143-50-0,DTXSID1020770
Iodosulfuron-methyl,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC,C14H14IN5O6S,507.26,2.2,"251.98513,100;77.96552,61.125;154.0622,21.64;277.96439,6.595;34.9694,6.03;41.01452,8.82;79.98117,19;83.02509,4.615;124.05164,3.79",144550-06-1,DTXSID2034673
Diisopropyl methylphosphonate,CC(C)OP(=O)(C)OC(C)C,C7H17O3P,180.18,1.552,"76.97979,100;137.0373,27.5150166852058;58.96922,26.4872080088988;60.98487,15.4838709677419;119.02674,24.9076751946607;121.04239,19.265850945495;94.99035,1.62402669632925",1445-75-6,DTXSID5024051
Oxasulfuron,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC3COC3)C,C17H18N4O6S,406.4,-0.434,"71.01385,8.51666666666667;122.07237,100;282.00778,16.3733333333333;305.07138,12.76;41.01452,4.58333333333333;41.99854,3.48333333333333;148.05164,5.05;156.01247,12.72;184.00739,10.11;254.01287,3.00666666666667;256.02852,4.99;324.02958,3.62;65.01452,2.16666666666667;105.04582,1.23333333333333;175.04007,1.12;251.99722,0.77;388.06088,0.893333333333333",144651-06-9,NA
Methane,C,CH4,16.043,0.739,"0,100;",14493-06-2,NA
Propoxycarbazone,CCCOC1=NN(C(=O)N1C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,C15H18N4O7S,398.4,0.857,"156.07785,18.2751893504705;209.98665,15.5037870094101;214.01795,44.4342437456966;239.99722,13.6733991278403;270.01901,10.8101904980491;285.01868,7.04039476704154;337.06121,12.3536837273353;339.07686,61.7167775992655;365.05613,11.2921735138857;369.08743,3.33945375258205;69.99345,8.91668579297682;105.96044,48.1064952949277;112.01525,6.05347716318568;141.00157,100;143.01722,34.6740876750057;154.0622,7.92403029607528;156.01247,70.1744319485885;158.02812,15.136561854487;171.08875,4.76818912095479;182.05711,18.2637135643792;184.00739,44.9391783337159;186.02304,12.5659857700252;197.06801,6.38627495983475;199.08366,5.89855405095249;212.01354,17.1448244204728;224.99755,29.4583428964884;281.035,16.6800550837732;282.0554,12.8069772779435;297.02991,19.1760385586413;311.08195,51.3311911865963;323.04556,24.4835896258894;335.04556,5.51985310993803;395.06669,5.64034886389718;41.99854,51.3484048657333;42.03492,6.8969474408997;43.01894,7.70025246729401;53.01452,23.927014000459;55.03017,14.4135873307322;56.01419,18.969474408997;65.99854,31.9141611200367;77.03967,18.935047050723;79.98117,19.4629332109249;84.04549,46.0867569428506;107.97609,28.9878356667432;129.99682,11.2233187973376;135.04515,8.36584806059215;144.01247,9.59949506541198;148.96625,10.0183612577462;199.01829,11.9176038558641;225.98157,10.3339453752582;257.02377,8.32568280927244;269.035,7.35024099150792;379.07178,7.91255450998393",145026-81-9,DTXSID9034864
Trifloxysulfuron,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)OCC(F)(F)F)OC,C14H14F3N5O6S,437.35,0.948,"255.00567,85.8999522571747;280.98494,29.7278658957085;41.99854,44.225770516153;77.96552,27.4362102806217;97.04074,4.63105405548777;105.96044,38.0616412922391;126.06729,3.61784520715081;149.02197,13.5218290806854;154.0622,100;157.00772,12.0789348045197;176.03287,17.1131504959949;182.98699,10.492812052411;198.9819,6.73704312768553;41.01452,53.0475836825633;51.02402,5.82462468834545;55.01894,8.76876558272771;56.01419,11.341573391332;57.03459,6.59381465174261;79.98117,23.88202217389;83.02509,27.2187151875232;98.02475,4.43477799586229;107.97609,3.74515940798897;123.00632,8.4663943557371;124.05164,10.6837833536682;131.03139,4.39764468728449;155.97609,7.89348045196541;234.99944,5.7821866213994;262.99436,4.11118773539865;272.00951,3.99448305129701;298.02516,4.58331123017347",145099-21-4,DTXSID8040222
Diclosulam,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)Cl)F,C13H10Cl2FN5O3S,406.2,1.901,"383.97304,30.83;137.0269,28.56;153.02181,44.62;159.03123,12.46;161.04688,22.16;177.02181,17.99;179.03746,59.15;181.05311,56.16;223.93453,12.75;242.99936,11.77;357.95739,8.73;359.95305,8.85;375.94797,15.33;401.96362,53.01;18.99895,6.63;34.9694,100;68.01419,5.35;94.02984,3.94;129.97167,4.99;154.04221,13.53;164.9531,6.2;167.03746,4.5;248.92978,54.97;317.98694,4.97",145701-21-9,DTXSID4034528
Endothal,C1CC2C(C(C1O2)C(=O)O)C(=O)O,C8H10O5,186.16,-0.79,"141.05572,51.755;71.01385,9.695;93.03459,6.38;95.05024,100;97.06589,40.625;41.00329,14.185;44.9982,26.71;67.01894,9.24;69.03459,9.025;125.02442,8.055;139.04007,16.46",145-73-3,DTXSID7024081
CP-122721 pharma,COC1=C(C=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3,C20H23F3N2O2,380.4,3.367,"158.09752,32.478184991274;160.11317,14.3106457242583;220.05909,24.4240837696335;77.03967,32.4171029668412;134.06114,6.99825479930192;150.05605,19.5113438045375;161.02197,41.9371727748691;173.10842,21.9808027923211;175.12407,25.6108202443281;188.03287,12.5479930191972;191.03254,27.2076788830716;204.02779,31.6841186736475;206.04344,22.4083769633508;218.04344,18.979057591623;291.15029,12.739965095986;293.16594,9.9738219895288;347.13767,15.5671902268761;363.13259,87.260034904014;377.14824,100;80.05057,25.2792321116928;82.06622,23.2897033158813;93.03459,60.2792321116928;93.04582,87.260034904014;95.05024,38.3246073298429;95.06147,20.7242582897033;97.06589,26.1431064572426;97.07712,18.4380453752181;154.06622,14.3193717277487;156.08187,50.6369982547993;169.07712,58.5776614310646;187.12407,15.8202443280977;189.01689,21.6841186736475;202.01214,41.8760907504363;208.05909,21.3787085514834;213.13972,18.586387434555;216.02779,14.5636998254799;251.15537,19.4240837696335;265.13464,17.5130890052356;267.15029,17.4956369982548;269.16594,37.0593368237347;279.15029,18.6910994764398;281.16594,65.0610820244328",145742-28-5,DTXSID9047251
Cytarabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,C9H13N3O5,243.22,-2.193,"67.03017,88.985;109.04074,100;110.03599,53.74;152.04655,65.15;41.00329,9.855;41.99854,58.01;59.01385,13.695;65.01452,23.735;79.03017,7.77;81.04582,22.81;95.02509,6.97;124.05164,41.765;126.06729,6.285;139.0513,3.73;43.01894,2.575;69.00944,5.32;73.0295,2.635;82.04107,2.855;94.04107,2.95;96.05672,2.735;101.02442,3.505",147-94-4,DTXSID5024891
8-Hydroxyquinoline,C1=CC2=C(C(=C1)O)N=CC=C2,C9H7NO,145.16,0.582,"78.03492,0.51079637798932;116.05057,100;93.03459,21.8829811934061;142.02984,19.3406083120502",148-24-3,DTXSID5020730
Spirodiclofen,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl,C21H24Cl2O4,411.3,4.706,"311.02472,24.8206474190726;34.9694,100;85.0295,73.7270341207349;87.04515,35.9667541557305;99.04515,49.0551181102362;115.07645,87.4890638670166;44.9982,10.7524059492563;83.05024,4.88188976377953;95.05024,3.02712160979877;184.95664,1.95975503062117",148477-71-8,DTXSID6034928
Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,C10H7N3S,201.25,1.618,"173.01789,100;141.04582,49.8554192840762;0,99.7251928267524",148-79-8,DTXSID0021337
"1,3-Dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline",C1CCC2=NC3=C(CN2CC1)C(=CC(=C3)Cl)Cl,C13H14Cl2N2,269.17,2.923,"34.9694,100;0.20144,0.143482150845486;107.06147,4.03507202290418;145.07712,10.8347499328979;147.09277,5.76183233425785;163.00685,5.92287733738928;171.97263,7.81068265187438;173.98828,7.60490292565089;196.96788,5.68130983269214;207.06945,4.81345620470609;210.98353,6.53126957144135;224.99918,7.27386597476962;265.03048,8.56222599982106",149028-28-4,DTXSID9047259
2-Mercaptobenzothiazole,C1=CC=C2C(=C1)NC(=S)S2,C7H5NS2,167.3,1.189,"122.00699,100",149-30-4,DTXSID1020807
Unii-tjp6T3tjp4,CC1=CC(=C(C=C1S(=O)(=O)O)OC)N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)O)O,C18H16N2O8S2,452.5,0.114,"236.0023,32.2525318523358;80.96519,100;212.99755,5.43939888925188;216.0336,6.39496896439072;223.00705,13.3289774583469;229.02885,12.5285854295982;371.07072,15.3544593270173;421.01697,11.8670369160405;423.03262,36.3198301208755;55.01894,10.0375694217576;82.02984,7.32603724273113;104.96519,19.3400849395622;129.03459,6.99934661875204;130.02984,46.6187520418164;132.04549,5.25971904606338;143.05024,5.1453773276707;147.01214,6.91767396275727;156.04549,22.0352825873897;173.98665,3.88761842535119;181.99174,3.49558967657628;184.9914,5.08003920287488;200.0023,22.8193400849396;209.98665,6.81149950996406;233.98665,3.43841881737994;293.06015,3.98562561254492;299.0132,6.46030708918654;301.02885,4.87585756288795;303.0445,3.6344331917674;327.0445,5.20254818686704;345.05507,19.8137863443319;383.00132,4.05096373734074;399.03262,3.29140803658935;449.01188,7.47304802352173",149440-01-7,DTXSID4024436
